                 cnd  |                root  |      Central Neutron Detector  |                              0*cm 0*cm 137.055*cm  |                     180*deg 0*deg 0*deg  | 33bb99   |            Polycone  |0.0*deg 360*deg 5*counts 89.75*cm 28.95*cm 28.95*cm 28.95*cm 35.56*cm 111.42*cm 39.56*cm 38.56*cm 38.56*cm 38.56*cm -129.992*cm -43.162*cm -43.052*cm 35.5104*cm 43.052*cm  |              G4_AIR  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 longlgCND_S22_L2_C1  |                 cnd  |Central Neutron Detector, S 22, L 2, C 1  |                              0*cm 0*cm -85.012*cm  |                  0*deg 0*deg -232.5*deg  | 991111   |       G4GenericTrap  |41.85*cm 2.025*cm 96.32*cm 2.025*cm 99.32*cm 6.41927687320156*cm 99.32*cm 6.02431938043938*cm 96.32*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       G4_PLEXIGLASS  |                  no  |    22   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 22 layer manual 2 component manual 1 
     lgCND_S22_L2_C2  |                 cnd  |Central Neutron Detector, S 22, L 2, C 2  |                              0*cm 0*cm -39.914*cm  |                  0*deg 0*deg -232.5*deg  | cccccc   |       G4GenericTrap  |4.66*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |           G4_LUCITE  |                  no  |    22   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 22 layer manual 2 component manual 2 
 longlgCND_S22_L2_C2  |                 cnd  |Central Neutron Detector, S 22, L 2, C 2  |                              0*cm 0*cm -85.012*cm  |                  0*deg 0*deg -232.5*deg  | 777777   |       G4GenericTrap  |41.85*cm -6.02431938043938*cm 96.32*cm -6.41927687320156*cm 99.32*cm -2.025*cm 99.32*cm -2.025*cm 96.32*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       G4_PLEXIGLASS  |                  no  |    22   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 22 layer manual 2 component manual 2 
     lgCND_S22_L3_C1  |                 cnd  |Central Neutron Detector, S 22, L 3, C 1  |                              0*cm 0*cm -39.128*cm  |                  0*deg 0*deg -232.5*deg  | aaaaaa   |       G4GenericTrap  |3.874*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       G4_PLEXIGLASS  |                  no  |    22   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 22 layer manual 3 component manual 1 
 longlgCND_S22_L3_C1  |                 cnd  |Central Neutron Detector, S 22, L 3, C 1  |                              0*cm 0*cm -83.377*cm  |                  0*deg 0*deg -232.5*deg  | 991111   |       G4GenericTrap  |40.215*cm 2.025*cm 102.69*cm 2.025*cm 105.69*cm 6.82739961572249*cm 105.69*cm 6.4324421229603*cm 102.69*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       G4_PLEXIGLASS  |                  no  |    22   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 22 layer manual 3 component manual 1 
     lgCND_S22_L3_C2  |                 cnd  |Central Neutron Detector, S 22, L 3, C 2  |                              0*cm 0*cm -39.128*cm  |                  0*deg 0*deg -232.5*deg  | aaaaaa   |       G4GenericTrap  |3.874*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |           G4_LUCITE  |                  no  |    22   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 22 layer manual 3 component manual 2 
 longlgCND_S22_L3_C2  |                 cnd  |Central Neutron Detector, S 22, L 3, C 2  |                              0*cm 0*cm -83.377*cm  |                  0*deg 0*deg -232.5*deg  | 777777   |       G4GenericTrap  |40.215*cm -6.4324421229603*cm 102.69*cm -6.82739961572249*cm 105.69*cm -2.025*cm 105.69*cm -2.025*cm 102.69*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       G4_PLEXIGLASS  |                  no  |    22   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 22 layer manual 3 component manual 2 
     lgCND_S23_L1_C1  |                 cnd  |Central Neutron Detector, S 23, L 1, C 1  |                              0*cm 0*cm -40.804*cm  |                  0*deg 0*deg -247.5*deg  | eeeeee   |       G4GenericTrap  |4.75*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm  |       G4_PLEXIGLASS  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 1 component manual 1 
 longlgCND_S23_L1_C1  |                 cnd  |Central Neutron Detector, S 23, L 1, C 1  |                              0*cm 0*cm -86.577*cm  |                  0*deg 0*deg -247.5*deg  | 991111   |       G4GenericTrap  |43.415*cm 2.025*cm 89.8*cm 2.025*cm 92.8*cm 6.01115413068064*cm 92.8*cm 5.61619663791845*cm 89.8*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm  |       G4_PLEXIGLASS  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 1 component manual 1 
     lgCND_S23_L1_C2  |                 cnd  |Central Neutron Detector, S 23, L 1, C 2  |                              0*cm 0*cm -40.804*cm  |                  0*deg 0*deg -247.5*deg  | eeeeee   |       G4GenericTrap  |4.75*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm  |           G4_LUCITE  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 1 component manual 2 
 longlgCND_S23_L1_C2  |                 cnd  |Central Neutron Detector, S 23, L 1, C 2  |                              0*cm 0*cm -86.577*cm  |                  0*deg 0*deg -247.5*deg  | 777777   |       G4GenericTrap  |43.415*cm -5.61619663791845*cm 89.8*cm -6.01115413068064*cm 92.8*cm -2.025*cm 92.8*cm -2.025*cm 89.8*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm  |       G4_PLEXIGLASS  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 1 component manual 2 
     lgCND_S23_L2_C1  |                 cnd  |Central Neutron Detector, S 23, L 2, C 1  |                              0*cm 0*cm -39.914*cm  |                  0*deg 0*deg -247.5*deg  | cccccc   |       G4GenericTrap  |4.66*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       G4_PLEXIGLASS  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 2 component manual 1 
 longlgCND_S23_L2_C1  |                 cnd  |Central Neutron Detector, S 23, L 2, C 1  |                              0*cm 0*cm -85.012*cm  |                  0*deg 0*deg -247.5*deg  | 991111   |       G4GenericTrap  |41.85*cm 2.025*cm 96.32*cm 2.025*cm 99.32*cm 6.41927687320156*cm 99.32*cm 6.02431938043938*cm 96.32*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       G4_PLEXIGLASS  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 2 component manual 1 
     lgCND_S23_L2_C2  |                 cnd  |Central Neutron Detector, S 23, L 2, C 2  |                              0*cm 0*cm -39.914*cm  |                  0*deg 0*deg -247.5*deg  | cccccc   |       G4GenericTrap  |4.66*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |           G4_LUCITE  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 2 component manual 2 
 longlgCND_S23_L2_C2  |                 cnd  |Central Neutron Detector, S 23, L 2, C 2  |                              0*cm 0*cm -85.012*cm  |                  0*deg 0*deg -247.5*deg  | 777777   |       G4GenericTrap  |41.85*cm -6.02431938043938*cm 96.32*cm -6.41927687320156*cm 99.32*cm -2.025*cm 99.32*cm -2.025*cm 96.32*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       G4_PLEXIGLASS  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 2 component manual 2 
     lgCND_S23_L3_C1  |                 cnd  |Central Neutron Detector, S 23, L 3, C 1  |                              0*cm 0*cm -39.128*cm  |                  0*deg 0*deg -247.5*deg  | aaaaaa   |       G4GenericTrap  |3.874*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       G4_PLEXIGLASS  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 3 component manual 1 
 longlgCND_S23_L3_C1  |                 cnd  |Central Neutron Detector, S 23, L 3, C 1  |                              0*cm 0*cm -83.377*cm  |                  0*deg 0*deg -247.5*deg  | 991111   |       G4GenericTrap  |40.215*cm 2.025*cm 102.69*cm 2.025*cm 105.69*cm 6.82739961572249*cm 105.69*cm 6.4324421229603*cm 102.69*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       G4_PLEXIGLASS  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 3 component manual 1 
     lgCND_S23_L3_C2  |                 cnd  |Central Neutron Detector, S 23, L 3, C 2  |                              0*cm 0*cm -39.128*cm  |                  0*deg 0*deg -247.5*deg  | aaaaaa   |       G4GenericTrap  |3.874*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |           G4_LUCITE  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 3 component manual 2 
 longlgCND_S23_L3_C2  |                 cnd  |Central Neutron Detector, S 23, L 3, C 2  |                              0*cm 0*cm -83.377*cm  |                  0*deg 0*deg -247.5*deg  | 777777   |       G4GenericTrap  |40.215*cm -6.4324421229603*cm 102.69*cm -6.82739961572249*cm 105.69*cm -2.025*cm 105.69*cm -2.025*cm 102.69*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       G4_PLEXIGLASS  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 3 component manual 2 
     lgCND_S24_L1_C1  |                 cnd  |Central Neutron Detector, S 24, L 1, C 1  |                              0*cm 0*cm -40.804*cm  |                  0*deg 0*deg -262.5*deg  | eeeeee   |       G4GenericTrap  |4.75*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm  |       G4_PLEXIGLASS  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 1 component manual 1 
 longlgCND_S24_L1_C1  |                 cnd  |Central Neutron Detector, S 24, L 1, C 1  |                              0*cm 0*cm -86.577*cm  |                  0*deg 0*deg -262.5*deg  | 991111   |       G4GenericTrap  |43.415*cm 2.025*cm 89.8*cm 2.025*cm 92.8*cm 6.01115413068064*cm 92.8*cm 5.61619663791845*cm 89.8*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm  |       G4_PLEXIGLASS  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 1 component manual 1 
     lgCND_S24_L1_C2  |                 cnd  |Central Neutron Detector, S 24, L 1, C 2  |                              0*cm 0*cm -40.804*cm  |                  0*deg 0*deg -262.5*deg  | eeeeee   |       G4GenericTrap  |4.75*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm  |           G4_LUCITE  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 1 component manual 2 
 longlgCND_S24_L1_C2  |                 cnd  |Central Neutron Detector, S 24, L 1, C 2  |                              0*cm 0*cm -86.577*cm  |                  0*deg 0*deg -262.5*deg  | 777777   |       G4GenericTrap  |43.415*cm -5.61619663791845*cm 89.8*cm -6.01115413068064*cm 92.8*cm -2.025*cm 92.8*cm -2.025*cm 89.8*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm  |       G4_PLEXIGLASS  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 1 component manual 2 
     lgCND_S24_L2_C1  |                 cnd  |Central Neutron Detector, S 24, L 2, C 1  |                              0*cm 0*cm -39.914*cm  |                  0*deg 0*deg -262.5*deg  | cccccc   |       G4GenericTrap  |4.66*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       G4_PLEXIGLASS  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 2 component manual 1 
 longlgCND_S24_L2_C1  |                 cnd  |Central Neutron Detector, S 24, L 2, C 1  |                              0*cm 0*cm -85.012*cm  |                  0*deg 0*deg -262.5*deg  | 991111   |       G4GenericTrap  |41.85*cm 2.025*cm 96.32*cm 2.025*cm 99.32*cm 6.41927687320156*cm 99.32*cm 6.02431938043938*cm 96.32*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       G4_PLEXIGLASS  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 2 component manual 1 
     lgCND_S24_L2_C2  |                 cnd  |Central Neutron Detector, S 24, L 2, C 2  |                              0*cm 0*cm -39.914*cm  |                  0*deg 0*deg -262.5*deg  | cccccc   |       G4GenericTrap  |4.66*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |           G4_LUCITE  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 2 component manual 2 
 longlgCND_S24_L2_C2  |                 cnd  |Central Neutron Detector, S 24, L 2, C 2  |                              0*cm 0*cm -85.012*cm  |                  0*deg 0*deg -262.5*deg  | 777777   |       G4GenericTrap  |41.85*cm -6.02431938043938*cm 96.32*cm -6.41927687320156*cm 99.32*cm -2.025*cm 99.32*cm -2.025*cm 96.32*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       G4_PLEXIGLASS  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 2 component manual 2 
     lgCND_S24_L3_C1  |                 cnd  |Central Neutron Detector, S 24, L 3, C 1  |                              0*cm 0*cm -39.128*cm  |                  0*deg 0*deg -262.5*deg  | aaaaaa   |       G4GenericTrap  |3.874*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       G4_PLEXIGLASS  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 3 component manual 1 
 longlgCND_S24_L3_C1  |                 cnd  |Central Neutron Detector, S 24, L 3, C 1  |                              0*cm 0*cm -83.377*cm  |                  0*deg 0*deg -262.5*deg  | 991111   |       G4GenericTrap  |40.215*cm 2.025*cm 102.69*cm 2.025*cm 105.69*cm 6.82739961572249*cm 105.69*cm 6.4324421229603*cm 102.69*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       G4_PLEXIGLASS  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 3 component manual 1 
     lgCND_S24_L3_C2  |                 cnd  |Central Neutron Detector, S 24, L 3, C 2  |                              0*cm 0*cm -39.128*cm  |                  0*deg 0*deg -262.5*deg  | aaaaaa   |       G4GenericTrap  |3.874*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |           G4_LUCITE  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 3 component manual 2 
 longlgCND_S24_L3_C2  |                 cnd  |Central Neutron Detector, S 24, L 3, C 2  |                              0*cm 0*cm -83.377*cm  |                  0*deg 0*deg -262.5*deg  | 777777   |       G4GenericTrap  |40.215*cm -6.4324421229603*cm 102.69*cm -6.82739961572249*cm 105.69*cm -2.025*cm 105.69*cm -2.025*cm 102.69*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       G4_PLEXIGLASS  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 3 component manual 2 
   CND_S1_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 1, L 1, U-Turn 1  |      3.98104886271*cm 30.23906827190*cm 30.518*cm  |                 270*deg 187.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 1 layer manual 1 u-turn manual 1 
   CND_S1_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 1, L 2, U-Turn 1  |      4.38568005859*cm 33.31254734216*cm 34.746*cm  |                 270*deg 187.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 1 layer manual 2 u-turn manual 1 
   CND_S1_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 1, L 3, U-Turn 1  |      4.79031125448*cm 36.38602641242*cm 38.174*cm  |                 270*deg 187.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 1 layer manual 3 u-turn manual 1 
   CND_S2_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 2, L 1, U-Turn 1  |     11.67184468714*cm 28.17832574159*cm 30.518*cm  |                 270*deg 202.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 2 layer manual 1 u-turn manual 1 
   CND_S2_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 2, L 2, U-Turn 1  |     12.85816332747*cm 31.04235229238*cm 34.746*cm  |                 270*deg 202.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 2 layer manual 2 u-turn manual 1 
   CND_S2_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 2, L 3, U-Turn 1  |     14.04448196780*cm 33.90637884316*cm 38.174*cm  |                 270*deg 202.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 2 layer manual 3 u-turn manual 1 
   CND_S3_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 3, L 1, U-Turn 1  |     18.56722358477*cm 24.19727687888*cm 30.518*cm  |                 270*deg 217.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 3 layer manual 1 u-turn manual 1 
   CND_S3_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 3, L 2, U-Turn 1  |     20.45438401469*cm 26.65667223379*cm 34.746*cm  |                 270*deg 217.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 3 layer manual 2 u-turn manual 1 
   CND_S3_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 3, L 3, U-Turn 1  |     22.34154444462*cm 29.11606758869*cm 38.174*cm  |                 270*deg 217.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 3 layer manual 3 u-turn manual 1 
   CND_S4_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 4, L 1, U-Turn 1  |     24.19727687888*cm 18.56722358477*cm 30.518*cm  |                 270*deg 232.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 4 layer manual 1 u-turn manual 1 
   CND_S4_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 4, L 2, U-Turn 1  |     26.65667223379*cm 20.45438401469*cm 34.746*cm  |                 270*deg 232.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 4 layer manual 2 u-turn manual 1 
   CND_S4_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 4, L 3, U-Turn 1  |     29.11606758869*cm 22.34154444462*cm 38.174*cm  |                 270*deg 232.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 4 layer manual 3 u-turn manual 1 
   CND_S5_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 5, L 1, U-Turn 1  |     28.17832574159*cm 11.67184468714*cm 30.518*cm  |                 270*deg 247.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 5 layer manual 1 u-turn manual 1 
   CND_S5_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 5, L 2, U-Turn 1  |     31.04235229238*cm 12.85816332747*cm 34.746*cm  |                 270*deg 247.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 5 layer manual 2 u-turn manual 1 
   CND_S5_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 5, L 3, U-Turn 1  |     33.90637884316*cm 14.04448196780*cm 38.174*cm  |                 270*deg 247.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 5 layer manual 3 u-turn manual 1 
   CND_S6_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 6, L 1, U-Turn 1  |      30.23906827190*cm 3.98104886271*cm 30.518*cm  |                 270*deg 262.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 6 layer manual 1 u-turn manual 1 
   CND_S6_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 6, L 2, U-Turn 1  |      33.31254734216*cm 4.38568005859*cm 34.746*cm  |                 270*deg 262.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 6 layer manual 2 u-turn manual 1 
